Mod:Item:MetaData, Localized Name
rftoolsdim:dimensional_cross2_block, 二型维度交叉方块
rftoolsdim:dimensional_cross_block, 维度交叉方块
rftoolsdim:dimensional_pattern1_block, 一型维度图案方块
rftoolsdim:dimensional_pattern2_block, 二型维度图案方块
rftoolsdim:dimensional_small_blocks, 维度小方块
rftoolsdim:dimension_enscriber, 维度刻录器
rftoolsdim:dimension_builder, 维度构建器
rftoolsdim:dimension_editor, 维度编辑器
rftoolsdim:dimlet_workbench, 信息卡工作台
rftoolsdim:activity_probe, 活动探测器
rftoolsdim:energy_extractor, 能量返回器
rftoolsdim:material_absorber, 材料吸收器
rftoolsdim:liquid_absorber, 液体吸收器
rftoolsdim:biome_absorber, 生物群系吸收器
rftoolsdim:terrain_absorber, 地形吸收器
rftoolsdim:feature_absorber, 特征吸收器
rftoolsdim:time_absorber, 时间吸收器
rftoolsdim:fake_water, 氺
rftoolsdim:fake_gravel, 唦石乐
rftoolsdim:fake_sand, 唦孒
rockhounding_core:heat_inductor, 感应加热升级
rockhounding_core:gas_turbine, 燃气轮机升级
rockhounding_core:fuel_blend, 混合燃料
rockhounding_core:mod_wrench, 模组扳手
gbook:guidebook:0, Demo / Feature test book
gbook:guidebook:0, Guidebook Manual
gbook:guidebook:0, Rockhounding Chemistry Quest Book
gbook:guidebook:0, Rockhounding Rocks Guide book
gbook:guidebook:0, 地质探秘丨化学手册
rockhounding_chemistry:fluid.refined_air, 清洁空气
rockhounding_chemistry:fluid.dense_brine, 重卤水
rockhounding_chemistry:fluid.low_leachate, 低浓度渗滤液
rockhounding_chemistry:fluid.toxic_waste, 有毒废液
rockhounding_chemistry:fluid.molten_pewter, 熔融白镴
rockhounding_chemistry:fluid.molten_vanasteel, 熔融钒钢
rockhounding_chemistry:fluid.water_vapour, 水蒸气
rockhounding_chemistry:fluid.molten_bam, 熔融铝镁硼合金
rockhounding_chemistry:fluid.molten_titanium, 熔融钛
rockhounding_chemistry:fluid.molten_corten, 熔融耐候钢
rockhounding_chemistry:fluid.silicone, 硅胶液
rockhounding_chemistry:fluid.raw_flue_gas, 原烟道气
rockhounding_chemistry:fluid.molten_hydronalium, 熔融铝镁合金
rockhounding_chemistry:fluid.propylene, 丙烯
rockhounding_chemistry:fluid.mother_liquor, 母液
rockhounding_chemistry:fluid.molten_cube, 熔融铜铍合金
rockhounding_chemistry:fluid.molten_tantaloy, 熔融钽合金
rockhounding_chemistry:fluid.organic_slurry, 有机浆料
rockhounding_chemistry:fluid.flue_gas, 烟道气
rockhounding_chemistry:fluid.cooled_air, 冷却空气
rockhounding_chemistry:fluid.liquid_ammonia, 液氨
rockhounding_chemistry:fluid.thin_air, 稀薄空气（过滤占位用）
rockhounding_chemistry:fluid.molten_nichrome, 熔融镍铬合金
rockhounding_chemistry:fluid.molten_hastelloy, 熔融哈氏合金
rockhounding_chemistry:fluid.salt_brine, 卤水
rockhounding_chemistry:fluid.toxic_sludge, 有毒污泥
rockhounding_chemistry:fluid.coal_slurry, 煤浆
rockhounding_chemistry:fluid.molten_scal, 熔融钪铝合金
rockhounding_chemistry:fluid.xenon, 氙
rockhounding_chemistry:fluid.molten_cupronickel, 熔融白铜
rockhounding_chemistry:fluid.raw_syngas, 生合成气
rockhounding_chemistry:fluid.molten_cunife, 熔融铜镍铁合金
rockhounding_chemistry:fluid.molten_zircaloy, 熔融锆合金
rockhounding_chemistry:fluid.krypton, 氪
rockhounding_chemistry:fluid.coal_tar, 煤焦油
rockhounding_chemistry:fluid.virgin_water, 原生水
rockhounding_chemistry:fluid.chloromethane, 氯甲烷
rockhounding_chemistry:fluid.sodium_cyanide, 氰化钠
rockhounding_chemistry:fluid.leachate, 中浓度渗滤液
rockhounding_chemistry:fluid.high_leachate, 高浓度渗滤液
rockhounding_chemistry:fluid.molten_inconel, 熔融铬镍铁合金
rockhounding_chemistry:fluid.molten_nial, 熔融镍铝合金
rockhounding_chemistry:fluid.sodium_hydroxide, 氢氧化钠溶液
rockhounding_chemistry:fluid.acrylic_acid, 丙烯酸
rockhounding_chemistry:fluid.compressed_air, 压缩空气
rockhounding_chemistry:fluid.molten_stellite, 熔融钨铬钴合金
rockhounding_chemistry:fluid.molten_nimonic, 熔融铌锰合金
rockhounding_chemistry:fluid.molten_vanadium, 熔融钒
rockhounding_chemistry:tile_nullifier, 机械拆卸器
rockhounding_chemistry:crushing_gear, 粉碎齿轮
rockhounding_chemistry:slurry_agitator, 搅拌器
rockhounding_chemistry:test_tube, 试管
rockhounding_chemistry:ingot_pattern, 模具（锭）
rockhounding_chemistry:graduated_cylinder, 量筒
rockhounding_chemistry:silicone_cartridge, 硅胶筒
rockhounding_chemistry:sodium_polyacrylate, 聚丙烯酸钠
rockhounding_chemistry:sampling_ampoule, 取样安瓿
rockhounding_chemistry:fe_catalyst, 铁催化网
rockhounding_chemistry:va_catalyst, 钒催化网
rockhounding_chemistry:gr_catalyst, 石墨催化网
rockhounding_chemistry:pt_catalyst, 铂催化网
rockhounding_chemistry:wg_catalyst, 白金催化网
rockhounding_chemistry:os_catalyst, 锇催化网
rockhounding_chemistry:ze_catalyst, 沸石催化网
rockhounding_chemistry:zn_catalyst, 锌催化网
rockhounding_chemistry:co_catalyst, 钴催化网
rockhounding_chemistry:ni_catalyst, 镍催化网
rockhounding_chemistry:nl_catalyst, 镍铝催化网
rockhounding_chemistry:au_catalyst, 金催化网
rockhounding_chemistry:mo_catalyst, 钼催化网
rockhounding_chemistry:in_catalyst, 镍铬铁合金催化网
rockhounding_chemistry:antimonate_shards:0, 羟铝锑矿碎片
rockhounding_chemistry:antimonate_shards:1, 水锑铜矿碎片
rockhounding_chemistry:antimonate_shards:2, 锑铁矿碎片
rockhounding_chemistry:antimonate_shards:3, 硅砷锑锰矿碎片
rockhounding_chemistry:antimonate_shards:4, 卡梅罗拉矾碎片
rockhounding_chemistry:antimonate_shards:5, 褐锑锌矿碎片
rockhounding_chemistry:arsenate_shards:0, 砷钇铜石碎片
rockhounding_chemistry:arsenate_shards:1, 透砷铅石碎片
rockhounding_chemistry:arsenate_shards:2, 纤水绿矾碎片
rockhounding_chemistry:arsenate_shards:3, 扎水羟砷铜石碎片
rockhounding_chemistry:arsenate_shards:4, 砷铋铜石碎片
rockhounding_chemistry:borate_shards:0, 硼砂碎片
rockhounding_chemistry:borate_shards:1, 铁锰方硼石碎片
rockhounding_chemistry:borate_shards:2, 黑硼锡铁矿碎片
rockhounding_chemistry:borate_shards:3, 硼铯铝铍石碎片
rockhounding_chemistry:borate_shards:4, 硼锡锰石碎片
rockhounding_chemistry:borate_shards:5, 硼锂铍石碎片
rockhounding_chemistry:carbonate_shards:0, 铁白云石碎片
rockhounding_chemistry:carbonate_shards:1, 菱镍矿碎片
rockhounding_chemistry:carbonate_shards:2, 锌孔雀石碎片
rockhounding_chemistry:carbonate_shards:3, 氟碳钙铈矿碎片
rockhounding_chemistry:carbonate_shards:4, 菱镉矿碎片
rockhounding_chemistry:carbonate_shards:5, 菱锌矿碎片
rockhounding_chemistry:carbonate_shards:6, 碳钙镁石碎片
rockhounding_chemistry:chromate_shards:0, 铬钾矿碎片
rockhounding_chemistry:chromate_shards:1, 铬铅矿碎片
rockhounding_chemistry:chromate_shards:2, 铬钙石碎片
rockhounding_chemistry:chromate_shards:3, 水铬铅矿碎片
rockhounding_chemistry:chromate_shards:4, 砷铬铜铅石碎片
rockhounding_chemistry:chromate_shards:5, 铬硅铜铝石碎片
rockhounding_chemistry:halide_shards:0, 氯铜银铅矿碎片
rockhounding_chemistry:halide_shards:1, 光卤石碎片
rockhounding_chemistry:halide_shards:2, 钾铁盐碎片
rockhounding_chemistry:halide_shards:3, 葛氟锂石碎片
rockhounding_chemistry:halide_shards:4, 六氟合硅酸钾钠碎片
rockhounding_chemistry:halide_shards:5, 氟铝石膏碎片
rockhounding_chemistry:native_shards:0, 陨碳铁矿碎片
rockhounding_chemistry:native_shards:1, 铝铜矿碎片
rockhounding_chemistry:native_shards:2, 碳铁矿碎片
rockhounding_chemistry:native_shards:3, 陨硅铁镍石碎片
rockhounding_chemistry:native_shards:4, 铜铁铂矿碎片
rockhounding_chemistry:native_shards:5, 六方锡铂矿碎片
rockhounding_chemistry:native_shards:6, 黑铋金矿碎片
rockhounding_chemistry:native_shards:7, 斜方金铜矿碎片
rockhounding_chemistry:native_shards:8, 二铝铜矿碎片
rockhounding_chemistry:native_shards:9, 富勒烯碎片
rockhounding_chemistry:native_shards:10, 蜡石碎片
rockhounding_chemistry:native_shards:11, 石墨碎片
rockhounding_chemistry:native_shards:12, 锇铱矿碎片
rockhounding_chemistry:oxide_shards:0, 铬铁矿碎片
rockhounding_chemistry:oxide_shards:1, 钴铬铁矿碎片
rockhounding_chemistry:oxide_shards:2, 铌铁矿碎片
rockhounding_chemistry:oxide_shards:3, 黑稀金矿碎片
rockhounding_chemistry:oxide_shards:4, 铜铬矿碎片
rockhounding_chemistry:oxide_shards:5, 铌钇矿碎片
rockhounding_chemistry:oxide_shards:6, 锡石碎片
rockhounding_chemistry:oxide_shards:7, 一水软铝石碎片
rockhounding_chemistry:oxide_shards:8, 锌尖晶石碎片
rockhounding_chemistry:oxide_shards:9, 黑铝钙石碎片
rockhounding_chemistry:oxide_shards:10, 铅锰钛铁石碎片
rockhounding_chemistry:oxide_shards:11, 钛钍矿碎片
rockhounding_chemistry:oxide_shards:12, 锡钽锰矿碎片
rockhounding_chemistry:oxide_shards:13, 重钽铁矿碎片
rockhounding_chemistry:oxide_shards:14, 羟铍石碎片
rockhounding_chemistry:oxide_shards:15, 铍石碎片
rockhounding_chemistry:oxide_shards:16, 钨华碎片
rockhounding_chemistry:oxide_shards:17, 钨锰铁矿碎片
rockhounding_chemistry:oxide_shards:18, 钨铁矿碎片
rockhounding_chemistry:oxide_shards:19, 方镉石碎片
rockhounding_chemistry:oxide_shards:20, 铈铌钙钛矿碎片
rockhounding_chemistry:oxide_shards:21, 绿镍矿碎片
rockhounding_chemistry:oxide_shards:22, 金红石碎片
rockhounding_chemistry:oxide_shards:23, 晶质铀矿碎片
rockhounding_chemistry:oxide_shards:24, 钛锆钍矿碎片
rockhounding_chemistry:oxide_shards:25, 钼砷锑矿碎片
rockhounding_chemistry:oxide_shards:26, 钼铁矿碎片
rockhounding_chemistry:oxide_shards:27, 紫钼铀矿碎片
rockhounding_chemistry:phosphate_shards:0, 锌绿松石碎片
rockhounding_chemistry:phosphate_shards:1, 天蓝石碎片
rockhounding_chemistry:phosphate_shards:2, 独居石碎片
rockhounding_chemistry:phosphate_shards:3, 磷铁锰锌石碎片
rockhounding_chemistry:phosphate_shards:4, 磷铁锂矿碎片
rockhounding_chemistry:phosphate_shards:5, 银星石碎片
rockhounding_chemistry:phosphate_shards:6, 磷钇矿碎片
rockhounding_chemistry:phosphate_shards:7, 磷铁铋石碎片
rockhounding_chemistry:phosphate_shards:8, 磷钪矿碎片
rockhounding_chemistry:phosphate_shards:9, 羟磷锂铁石碎片
rockhounding_chemistry:phosphate_shards:10, 洛克肯晶碎片
rockhounding_chemistry:phosphate_shards:11, 伯奇晶碎片
rockhounding_chemistry:phosphate_shards:12, 钒铜矿碎片
rockhounding_chemistry:phosphate_shards:13, 水磷钒铝石碎片
rockhounding_chemistry:phosphate_shards:14, 磷锆钾矿碎片
rockhounding_chemistry:silicate_shards:0, 斧石碎片
rockhounding_chemistry:silicate_shards:1, 黑云母碎片
rockhounding_chemistry:silicate_shards:2, 硅铍钇矿碎片
rockhounding_chemistry:silicate_shards:3, 钪霓辉石碎片
rockhounding_chemistry:silicate_shards:4, 硅镁钡石碎片
rockhounding_chemistry:silicate_shards:5, 莫斯克温结晶碎片
rockhounding_chemistry:silicate_shards:6, 锂霞石碎片
rockhounding_chemistry:silicate_shards:7, 硅钙铀钍碎片
rockhounding_chemistry:silicate_shards:8, 锂硼绿泥石碎片
rockhounding_chemistry:silicate_shards:9, 维斯台潘矿碎片
rockhounding_chemistry:silicate_shards:10, 赫里斯托夫石碎片
rockhounding_chemistry:silicate_shards:11, 水硅钒钙石碎片
rockhounding_chemistry:silicate_shards:12, 硅铍石碎片
rockhounding_chemistry:silicate_shards:13, 锰铁榴石碎片
rockhounding_chemistry:silicate_shards:14, 斜钍石碎片
rockhounding_chemistry:silicate_shards:15, 锆石碎片
rockhounding_chemistry:silicate_shards:16, 硅钠锆石碎片
rockhounding_chemistry:silicate_shards:17, 铬云母碎片
rockhounding_chemistry:silicate_shards:18, 白云母碎片
rockhounding_chemistry:sulfate_shards:0, 明矾石碎片
rockhounding_chemistry:sulfate_shards:1, 钾铜矾碎片
rockhounding_chemistry:sulfate_shards:2, 黄钾铁钒碎片
rockhounding_chemistry:sulfate_shards:3, 瓜里诺石碎片
rockhounding_chemistry:sulfate_shards:4, 钙铬矾碎片
rockhounding_chemistry:sulfate_shards:5, 四水钴矾碎片
rockhounding_chemistry:sulfate_shards:6, 赤矾碎片
rockhounding_chemistry:sulfate_shards:7, 白钨矿碎片
rockhounding_chemistry:sulfate_shards:8, 钨铅矿碎片
rockhounding_chemistry:sulfate_shards:9, 氯钾铜矾碎片
rockhounding_chemistry:sulfate_shards:10, 赤路矿碎片
rockhounding_chemistry:sulfate_shards:11, 钼钙矿碎片
rockhounding_chemistry:sulfate_shards:12, 钼铀矿碎片
rockhounding_chemistry:sulfide_shards:0, 阿布拉莫夫矿碎片
rockhounding_chemistry:sulfide_shards:1, 针硫铋铅矿碎片
rockhounding_chemistry:sulfide_shards:2, 硫汞银铜矿碎片
rockhounding_chemistry:sulfide_shards:3, 方铅矿碎片
rockhounding_chemistry:sulfide_shards:4, 锌黄锡矿碎片
rockhounding_chemistry:sulfide_shards:5, 镍黄铁矿碎片
rockhounding_chemistry:sulfide_shards:6, 黄铁矿碎片
rockhounding_chemistry:sulfide_shards:7, 黄锡矿碎片
rockhounding_chemistry:sulfide_shards:8, 墨铜矿碎片
rockhounding_chemistry:sulfide_shards:9, 闪锌矿碎片
rockhounding_chemistry:sulfide_shards:10, 硫锡锌铜矿碎片
rockhounding_chemistry:sulfide_shards:11, 硫锡铁铜矿碎片
rockhounding_chemistry:sulfide_shards:12, 硫钨矿碎片
rockhounding_chemistry:sulfide_shards:13, 硫锇矿碎片
rockhounding_chemistry:sulfide_shards:14, 马兰矿碎片
rockhounding_chemistry:sulfide_shards:15, 硫镉矿碎片
rockhounding_chemistry:sulfide_shards:16, 铜镉黄锡矿碎片
rockhounding_chemistry:sulfide_shards:17, 等轴硫矾铜矿碎片
rockhounding_chemistry:sulfide_shards:18, 绿硫钒矿碎片
rockhounding_chemistry:sulfide_shards:19, 硫铅铜铱矿碎片
rockhounding_chemistry:sulfide_shards:20, 碲镍矿碎片
rockhounding_chemistry:sulfide_shards:21, 钒铅矿碎片
rockhounding_chemistry:sulfide_shards:22, 等轴铋碲铂矿碎片
rockhounding_chemistry:sulfide_shards:23, 硫酸钼矿碎片
rockhounding_chemistry:vanadate_shards:0, 拉萨尔钒矿碎片
rockhounding_chemistry:vanadate_shards:1, 复钒矿碎片
rockhounding_chemistry:vanadate_shards:2, 砷碲锌铅石碎片
rockhounding_chemistry:vanadate_shards:3, 水钒铝石碎片
rockhounding_chemistry:chemical_dusts:0, 铈粉
rockhounding_chemistry:chemical_dusts:1, 镝粉
rockhounding_chemistry:chemical_dusts:2, 铒粉
rockhounding_chemistry:chemical_dusts:3, 铕粉
rockhounding_chemistry:chemical_dusts:4, 钆粉
rockhounding_chemistry:chemical_dusts:5, 钬粉
rockhounding_chemistry:chemical_dusts:6, 镧粉
rockhounding_chemistry:chemical_dusts:7, 镥粉
rockhounding_chemistry:chemical_dusts:8, 钕粉
rockhounding_chemistry:chemical_dusts:9, 镨粉
rockhounding_chemistry:chemical_dusts:10, 钐粉
rockhounding_chemistry:chemical_dusts:11, 钪粉
rockhounding_chemistry:chemical_dusts:12, 铽粉
rockhounding_chemistry:chemical_dusts:13, 铥粉
rockhounding_chemistry:chemical_dusts:14, 镱粉
rockhounding_chemistry:chemical_dusts:15, 钇粉
rockhounding_chemistry:chemical_dusts:16, 铝粉
rockhounding_chemistry:chemical_dusts:17, 锑粉
rockhounding_chemistry:chemical_dusts:18, 砷粉
rockhounding_chemistry:chemical_dusts:19, 铍粉
rockhounding_chemistry:chemical_dusts:20, 铋粉
rockhounding_chemistry:chemical_dusts:21, 硼粉
rockhounding_chemistry:chemical_dusts:22, 镉粉
rockhounding_chemistry:chemical_dusts:23, 钙粉
rockhounding_chemistry:chemical_dusts:24, 碳粉
rockhounding_chemistry:chemical_dusts:25, 钴粉
rockhounding_chemistry:chemical_dusts:26, 铜粉
rockhounding_chemistry:chemical_dusts:27, 铬粉
rockhounding_chemistry:chemical_dusts:28, 金粉
rockhounding_chemistry:chemical_dusts:29, 铱粉
rockhounding_chemistry:chemical_dusts:30, 铁粉
rockhounding_chemistry:chemical_dusts:31, 铅粉
rockhounding_chemistry:chemical_dusts:32, 锂粉
rockhounding_chemistry:chemical_dusts:33, 镁粉
rockhounding_chemistry:chemical_dusts:34, 锰粉
rockhounding_chemistry:chemical_dusts:35, 钼粉
rockhounding_chemistry:chemical_dusts:36, 镍粉
rockhounding_chemistry:chemical_dusts:37, 铌粉
rockhounding_chemistry:chemical_dusts:38, 锇粉
rockhounding_chemistry:chemical_dusts:39, 磷粉
rockhounding_chemistry:chemical_dusts:40, 铂粉
rockhounding_chemistry:chemical_dusts:41, 钾粉
rockhounding_chemistry:chemical_dusts:42, 硅粉
rockhounding_chemistry:chemical_dusts:43, 银粉
rockhounding_chemistry:chemical_dusts:44, 钠粉
rockhounding_chemistry:chemical_dusts:45, 硫粉
rockhounding_chemistry:chemical_dusts:46, 钽粉
rockhounding_chemistry:chemical_dusts:47, 碲粉
rockhounding_chemistry:chemical_dusts:48, 钍粉
rockhounding_chemistry:chemical_dusts:49, 锡粉
rockhounding_chemistry:chemical_dusts:50, 钛粉
rockhounding_chemistry:chemical_dusts:51, 钨粉
rockhounding_chemistry:chemical_dusts:52, 钒粉
rockhounding_chemistry:chemical_dusts:53, 锌粉
rockhounding_chemistry:chemical_dusts:54, 锆粉
rockhounding_chemistry:chemical_dusts:55, “黄饼”
rockhounding_chemistry:pattern_items:0, 空置模式
rockhounding_chemistry:pattern_items:1, 线圈模式
rockhounding_chemistry:pattern_items:2, 杆模式
rockhounding_chemistry:pattern_items:3, 箔模式
rockhounding_chemistry:pattern_items:4, 支撑臂模式
rockhounding_chemistry:pattern_items:5, 外壳模式
rockhounding_chemistry:pattern_items:6, 齿轮模式
rockhounding_chemistry:pattern_items:7, 锭模式
rockhounding_chemistry:pattern_items:8, 网模式
rockhounding_chemistry:pattern_items:9, 硬币模式
rockhounding_chemistry:pattern_items:10, 板模式
rockhounding_chemistry:chemical_items:0, 粉碎煤
rockhounding_chemistry:chemical_items:1, 粉煤灰化合物
rockhounding_chemistry:chemical_items:2, 含硫化合物
rockhounding_chemistry:chemical_items:3, 盐
rockhounding_chemistry:chemical_items:4, 氟石碎片
rockhounding_chemistry:chemical_items:5, 氟石化合物
rockhounding_chemistry:chemical_items:6, 含氯化合物
rockhounding_chemistry:chemical_items:7, 煤焦油化合物
rockhounding_chemistry:chemical_items:8, 石墨化合物
rockhounding_chemistry:chemical_items:9, 沸石化合物
rockhounding_chemistry:chemical_items:10, 沸石颗粒
rockhounding_chemistry:chemical_items:11, 硅化合物
rockhounding_chemistry:chemical_items:12, 硝酸钾
rockhounding_chemistry:chemical_items:13, 粉碎木炭
rockhounding_chemistry:chemical_items:14, 碳酸钾
rockhounding_chemistry:chemical_items:15, 碳化钨化合物
rockhounding_chemistry:chemical_items:16, 钇铝石榴石化合物
rockhounding_chemistry:chemical_items:17, 纯钇铝石榴石化合物
rockhounding_chemistry:chemical_items:18, 过滤过的沙子
rockhounding_chemistry:chemical_items:19, 焦炭化合物
rockhounding_chemistry:chemical_items:20, 裂解石灰化合物
rockhounding_chemistry:chemical_items:21, 氯化铵
rockhounding_chemistry:misc_items:0, 服务器文件
rockhounding_chemistry:misc_items:1, 基础逻辑芯片
rockhounding_chemistry:misc_items:2, 铁杆
rockhounding_chemistry:misc_items:3, 铁箔
rockhounding_chemistry:misc_items:4, 铁支撑臂
rockhounding_chemistry:misc_items:5, 铁质外壳
rockhounding_chemistry:misc_items:6, 搅拌槽
rockhounding_chemistry:misc_items:7, 玻璃管
rockhounding_chemistry:misc_items:8, 铁线圈
rockhounding_chemistry:misc_items:9, 压缩单元
rockhounding_chemistry:misc_items:10, 高级逻辑芯片
rockhounding_chemistry:misc_items:11, 物品检测器
rockhounding_chemistry:misc_items:12, 物品柜
rockhounding_chemistry:misc_items:13, 加热元件
rockhounding_chemistry:misc_items:14, 镍铬合金杆
rockhounding_chemistry:misc_items:15, 外壳升级
rockhounding_chemistry:misc_items:16, 绝热升级
rockhounding_chemistry:misc_items:17, 铝镁合金外壳
rockhounding_chemistry:misc_items:18, 哈氏合金外壳
rockhounding_chemistry:misc_items:19, 铜线圈
rockhounding_chemistry:misc_items:20, 涡轮叶轮
rockhounding_chemistry:misc_items:21, 涡轮转子
rockhounding_chemistry:misc_items:22, 涡轮定子
rockhounding_chemistry:misc_items:23, 镨钕砖
rockhounding_chemistry:misc_items:24, 铜杆
rockhounding_chemistry:misc_items:25, 钕磁铁杆
rockhounding_chemistry:misc_items:26, 钐钴合金杆
rockhounding_chemistry:misc_items:27, 哈氏合金棒
rockhounding_chemistry:misc_items:28, 铌锰合金线圈
rockhounding_chemistry:misc_items:29, 铌锰合金外壳
rockhounding_chemistry:misc_items:30, 铁叶轮
rockhounding_chemistry:misc_items:31, 铝叶轮
rockhounding_chemistry:misc_items:32, 钨铬钴合金叶轮
rockhounding_chemistry:misc_items:33, 铝箔
rockhounding_chemistry:misc_items:34, 钨铬钴合金箔
rockhounding_chemistry:misc_items:35, 耐火升级
rockhounding_chemistry:misc_items:36, 煤灰球
rockhounding_chemistry:misc_items:37, 煤灰砖
rockhounding_chemistry:alloy_items_tech:0, 铜铍合金粉
rockhounding_chemistry:alloy_items_tech:1, 铜铍合金锭
rockhounding_chemistry:alloy_items_tech:2, 铜铍合金粒
rockhounding_chemistry:alloy_items_tech:3, 钪铝合金粉
rockhounding_chemistry:alloy_items_tech:4, 钪铝合金锭
rockhounding_chemistry:alloy_items_tech:5, 钪铝合金粒
rockhounding_chemistry:alloy_items_tech:6, 硼铝镁合金粉
rockhounding_chemistry:alloy_items_tech:7, 硼铝镁合金锭
rockhounding_chemistry:alloy_items_tech:8, 硼铝镁合金粒
rockhounding_chemistry:alloy_items_tech:9, 钨铬钴合金粉
rockhounding_chemistry:alloy_items_tech:10, 钨铬钴合金锭
rockhounding_chemistry:alloy_items_tech:11, 钨铬钴合金粒
rockhounding_chemistry:alloy_items_tech:12, 白铜粉
rockhounding_chemistry:alloy_items_tech:13, 白铜锭
rockhounding_chemistry:alloy_items_tech:14, 白铜粒
rockhounding_chemistry:alloy_items_tech:15, 铌锰合金粉
rockhounding_chemistry:alloy_items_tech:16, 铌锰合金锭
rockhounding_chemistry:alloy_items_tech:17, 铌锰合金粒
rockhounding_chemistry:alloy_items_tech:18, 哈氏合金粉
rockhounding_chemistry:alloy_items_tech:19, 哈氏合金锭
rockhounding_chemistry:alloy_items_tech:20, 哈氏合金粒
rockhounding_chemistry:alloy_items_tech:21, 镍铬合金粉
rockhounding_chemistry:alloy_items_tech:22, 镍铬合金锭
rockhounding_chemistry:alloy_items_tech:23, 镍铬合金粒
rockhounding_chemistry:alloy_items_tech:24, 铜镍铁合金粉
rockhounding_chemistry:alloy_items_tech:25, 铜镍铁合金锭
rockhounding_chemistry:alloy_items_tech:26, 铜镍铁合金粒
rockhounding_chemistry:alloy_items_tech:27, 氮化硅粉
rockhounding_chemistry:alloy_items_tech:28, 氮化硅锭
rockhounding_chemistry:alloy_items_tech:29, 氮化硅粒
rockhounding_chemistry:alloy_items_tech:30, 碳化硅粉
rockhounding_chemistry:alloy_items_tech:31, 碳化硅锭
rockhounding_chemistry:alloy_items_tech:32, 碳化硅粒
rockhounding_chemistry:alloy_items_tech:33, 氮化钛粉
rockhounding_chemistry:alloy_items_tech:34, 氮化钛锭
rockhounding_chemistry:alloy_items_tech:35, 氮化钛粒
rockhounding_chemistry:alloy_items_tech:36, 铝镁合金粉
rockhounding_chemistry:alloy_items_tech:37, 铝镁合金锭
rockhounding_chemistry:alloy_items_tech:38, 铝镁合金粒
rockhounding_chemistry:alloy_items_tech:39, 铬钒钢粉
rockhounding_chemistry:alloy_items_tech:40, 铬钒钢锭
rockhounding_chemistry:alloy_items_tech:41, 铬钒钢粒
rockhounding_chemistry:alloy_items_tech:42, 碳化钨粉
rockhounding_chemistry:alloy_items_tech:43, 碳化钨锭
rockhounding_chemistry:alloy_items_tech:44, 碳化钨粒
rockhounding_chemistry:alloy_items_tech:45, 钽合金粉
rockhounding_chemistry:alloy_items_tech:46, 钽合金锭
rockhounding_chemistry:alloy_items_tech:47, 钽合金粒
rockhounding_chemistry:alloy_items_tech_b:0, 镍铝合金粉
rockhounding_chemistry:alloy_items_tech_b:1, 镍铝合金锭
rockhounding_chemistry:alloy_items_tech_b:2, 镍铝合金粒
rockhounding_chemistry:alloy_items_tech_b:3, 镍铬铁合金粉
rockhounding_chemistry:alloy_items_tech_b:4, 镍铬铁合金锭
rockhounding_chemistry:alloy_items_tech_b:5, 镍铬铁合金粒
rockhounding_chemistry:alloy_items_tech_b:6, 锆合金粉
rockhounding_chemistry:alloy_items_tech_b:7, 锆合金锭
rockhounding_chemistry:alloy_items_tech_b:8, 锆合金粒
rockhounding_chemistry:alloy_items_deco:0, 稀土合金粉
rockhounding_chemistry:alloy_items_deco:1, 稀土合金锭
rockhounding_chemistry:alloy_items_deco:2, 稀土合金粒
rockhounding_chemistry:alloy_items_deco:3, 玫瑰金粉
rockhounding_chemistry:alloy_items_deco:4, 玫瑰金锭
rockhounding_chemistry:alloy_items_deco:5, 玫瑰金粒
rockhounding_chemistry:alloy_items_deco:6, 绿金粉
rockhounding_chemistry:alloy_items_deco:7, 绿金锭
rockhounding_chemistry:alloy_items_deco:8, 绿金粒
rockhounding_chemistry:alloy_items_deco:9, 白金粉
rockhounding_chemistry:alloy_items_deco:10, 白金锭
rockhounding_chemistry:alloy_items_deco:11, 白金粒
rockhounding_chemistry:alloy_items_deco:12, 四分一银粉
rockhounding_chemistry:alloy_items_deco:13, 四分一银锭
rockhounding_chemistry:alloy_items_deco:14, 四分一银粒
rockhounding_chemistry:alloy_items_deco:15, 含锌黄铜粉
rockhounding_chemistry:alloy_items_deco:16, 含锌黄铜锭
rockhounding_chemistry:alloy_items_deco:17, 含锌黄铜粒
rockhounding_chemistry:alloy_items_deco:18, 白镴粉
rockhounding_chemistry:alloy_items_deco:19, 白镴锭
rockhounding_chemistry:alloy_items_deco:20, 白镴粒
rockhounding_chemistry:alloy_items_deco:21, 耐候钢粉
rockhounding_chemistry:alloy_items_deco:22, 耐候钢锭
rockhounding_chemistry:alloy_items_deco:23, 耐候钢粒
rockhounding_chemistry:alloy_items_deco:24, 赤铜粉
rockhounding_chemistry:alloy_items_deco:25, 赤铜锭
rockhounding_chemistry:alloy_items_deco:26, 赤铜粒
rockhounding_chemistry:alloy_items_deco:27, 紫金粉
rockhounding_chemistry:alloy_items_deco:28, 紫金锭
rockhounding_chemistry:alloy_items_deco:29, 紫金粒
rockhounding_chemistry:alloy_items_deco:30, 钕磁铁粉
rockhounding_chemistry:alloy_items_deco:31, 钕磁铁锭
rockhounding_chemistry:alloy_items_deco:32, 钕磁铁粒
rockhounding_chemistry:alloy_items_deco:33, 钐钴合金粉
rockhounding_chemistry:alloy_items_deco:34, 钐钴合金锭
rockhounding_chemistry:alloy_items_deco:35, 钐钴合金粒
